word_1,word_2,distance
piramide trapezium,piramide pipet,0.242168
pirouette armen omhoog,cocktailglas pirouette,0.363025
kip duckface hanenkam,eend kip,0.168689
lampenkap schouders balk,lampenkap balk,0.0608375
neuspiercing kuifje staaf,doorboord ei,0.337189
opgetilde plank bakje,plantenbak opgetild tafeltje,0.195614
wijzend been omhoog,ruitjes oude camera's,0.565115
basis koffie deksel,pannetje deksel kegel,0.179477
superman armen wijd,peper zout paaseitjes,0.695485
ronde neus staartjes,ei wolkenkrabber hoofd,0.382885
trechter bijzettafel reling,b vormige reling bijzettafel,0.111505
zwembad kralenketting,clown zwembad kralenketting,0.0771341
plank knuffel geven,wolkenkrabber knuffelen,0.439281
tutu slurf hendel,tutu slurf hendel,-1.19209e-07
telescoop twee hendels,oude camera kegels,0.281688
antenne erop,antenne blokjes plaat,0.232619
driehoekige punt erboven,driehoek punt blok,0.168536
op spiraal staaf,trofee driehoek plateau,0.485638
twee uithangbordjes rechts,uithangborden lampenkap staartje,0.404581
liggende staaf erop,balk erop vleugeltjes,0.279545
viekant door bol,zuignap,0.496719
bakje op plank,tafeltje bakje,0.151547
blokjes door ruit,erachter ruit blokken,0.205575
ronde plaat erachter,ronde plaat erachter,-1.19209e-07
staaf bol uiteinden erdoor,staaf bolletjes zonnescherm,0.182244
driehoekig prisma zijkant,bolletje bowlingpin,0.355292
rond dienblad rechts,trompet,0.627161
spiraal erdoor,drie puntjes rondje,0.455055
balletje erop,staaf bol armpjes,0.32311
plaat erdoor,plaat erdoor slurf,0.0918127
blokken rechts voor,blokken rechts eruit,0.101939
symmetrisch vierkant vlak uitsteeksel,vlak voorkant paddestoel,0.193077
puntig compact complex,driehoek erop,0.536891
complex puntig lang,spiraal driehoek bodem,0.398148
hoekig afgevlakte punt,handel afgevlakte driehoek,0.198598
symmetrisch complex puntig balk op de bovenkant twee half ronde uitsteeksel aan de zijkant,kapjes zijkanten balk erop,0.182993
bekend rond uitsteeksel,balk door de bol,0.368171
puntig lang,tafel mok of bakje,0.543315
symmetrisch puntig twee blokkige uitsteeksel bodem en rechts,twee vierkanten met handels van kleinere kubussen,0.300382
niet symmetrisch afgevlakte onderkant cirkel aan de achterzijde,cirkel achter balk erdoorheen,0.209738
langwerpig voorwerp dwars doorheen vlak afgerond,cilinder achterkant twee bolletjes,0.279039
bolvormige object aan de voorkant twee puntige uitsteeksels een uitsteeksel aan linkerzijde,bal voorkant uitsteeksel zijkant,0.119635
puntig complex interessant,mok tafeltje lang gerekte pion,0.433543
vlak vierkant bodem cirkel voorkant,platte cirkel voorkant,0.0710582
langwerpig ronde form bovenkant,bal op balk voorkant,0.291539
complex puntig compact,slurf aan de voorkant plaat door heen,0.395653
kopvormig vier uitsteeksel,cilinder bocht achter,0.393383
robothoofd met plaat,robot,0.602397
spitse punt omhoog,spitse punt,0.0639301
getordeerd,trofee,0.664002
twee rechthoeken zijkant,platte driehoek,0.204675
v goot,kip,0.779252
stamper door neus,staaf door ei,0.156772
tafel met trechter,tafel en bakje,0.121536
zeepaardje,zeepaardje,0.0
zeshoekige staaf zijkant,zeshoekige staaf zijkant,5.96046e-08
aanknooppunt voor boten,staaf twee ballen,0.462231
v goot zijkant,v goot zijkant,-1.19209e-07
toeter op arm,toeter,0.201184
geruite handvatten,zes ruiten zijkanten,0.339159
bal op emmer,staaf verticaal bal,0.229107
emmer in vierkant,vierkant midden emmer,0.0530626
twee ronde handvatten,telescoop,0.684181
laserogen antenne,links groterwordende vierkanten,0.40976
voetjes snavel mohawk,driehoek achterop telescoop,0.465014
tornado onderaan,wokkel met driehoek,0.39373
trapezium bovenop,trapezium bovenop,0.0
schoonmaakrobot,schoonmaakrobot,0.0
heeft een snor,appel steeltje doorboorde neus,0.446342
rand rondom,tafel met bakje,0.501253
doorboorde ruit bovenop,vierkanten door ruiten,0.306515
kopje met citroen schijf,cirkel achterop appel steeltje,0.275278
armen en matje,waterval twee armen,0.304389
pennenbak met neus,roerstaaf voor verf,0.234284
vastgeplakt aan kauwgom,oude spijker plateau,0.373797
pippi langkous,pippi langkous,5.96046e-08
korfbal korf met armen,korf met bal,0.147264
in een plaat,platform doorboort glijbaan,0.458791
links en boven dezelfde,lepel boven links,0.187954
telescoop ogen,twee telescopen,0.235145
driehoek boven,scherpe driehoek,0.21656
gedraaide onderkant,gedraaide onderkant,1.19209e-07
vogeltje,vogeltje,0.0
balk boven op,omgekeerd bekertje,0.463262
neus met staaf,neus doorboord,0.189767
tafeltje met bakje,tafeltje met kom,0.12938
kat,kat,-1.19209e-07
beker met roerlepel,beker met lepeltje,0.0646195
horizontale doorlopende staaf,schans en spijker,0.555122
midden bovenste rij,neus met pennetje,0.391361
spijker en plateau,schijfje met spijker,0.284474
rij met ruitjes,macaroni,0.503587
balletje boven op,bolletje ongelijke armen,0.343937
twee balkjes boven,vlak met slurf,0.304845
joystick boven op,telescoop met pennen,0.301938
uitschuifbare blokjes,paddestoel kaas plakje kijkes,0.341643
hoge piramide,piramide koekje schroef,0.333929
omhoog gaande draaimolen,beker trofee,0.638844
vogel met twee snavels,hoedje vogel twee snavels,0.0510563
stofzuigende robot,robot stofzuiger,0.142006
langwerpige neuspiercing,neuspiercing,0.181785
ophang plankje,tafeltje houder bakje,0.189402
bloempot op een stokje,klappen een standvlak,0.242087
pinokkio,cocktail halve cirkel,0.65823
centraal riolering punt,klep riool bolletjes,0.369414
dikke indiaan,indiaan omgedraaide kegel,0.253942
bijtelen,spijker plateau,0.341473
pan vaas afwassen,afwas houder doorboord,0.303179
bal in korfbal mandje,korfbal houder bal,0.143366
waterglijbaan,glijbaan,0.119029
twee dezelfde pluimen,identieke pluim,0.220621
stekker,robot met paddenstoel,0.578192
tent,tent,5.96046e-08
bier beker,wijn glas,0.250589
vis,kuikentje,0.628353
graan machine,chicken little,0.552439
kop koffie,piercing,0.63577
picnic tafel,tafel met bakje,0.244058
pinokkio,pinokkio,0.0
sauteer pan,cocktail,0.511834
ernergie centrale,courgette,0.833608
indiaan clown,neus fancy lepel,0.467318
bestuuringssysteem,casino royaal,0.547671
kruk,pippi langkous,0.712938
basketbal hoop,basketball hoop,0.240642
maal machine,boot met tutu,0.570151
blender,stofzuiger,0.435442
vierkant voorkant,spijker vierkant,0.160407
piramide driehoek bovenkant,piramide,0.170966
uitsteeksel onderkant lang,driekhoek onderkant,0.191425
twee rechthoeken rechts,hoedje twee rechthoeken,0.0912182
meest compact,compact,0.157878
klein uitsteeksel bovenkant,stokje door neus,0.380961
twee pootjes onderkant,kruiwagen,0.495056
meest complex,dier,0.694976
verlengde onderkant,lepeltje halve circkel,0.46531
handvaten rond uiteinde,schuin vierkant achterkant,0.212534
neus en oor,neus driehoekje lepeltjes,0.253418
trechtervormig uitstekend linksboven,dienblad,0.497356
vierkant aan onderkant,vierkant onder kopje,0.31093
verticale rechthoek,armen lange rechthoek,0.175271
vierkant door object,vierkant door midden,0.195398
ovaal boven links,theepot,0.537847
pot antenne armen,antenne twee wolkenkrabbers,0.306404
driehoek hoedje,piramide feesthoedje,0.251339
kalk trophee blokjes,trophee,0.34195
toilet spoeler staartje stekker,stekker afgevlakte piramide,0.301439
boekentas houder boek,boekentas krantenbak,0.197899
gewichtheffen spring haartje,neuspiercing spring haartje gewichtheffen,0.046553
schap hanger bloempot,bloempot schapje,0.0786377
armen ster uitstekels,bliksem ruitjes,0.307189
nek pinokkio,pollepel pinokkio,0.248019
gestrekte armen,krantenbak grote rugzak,0.437457
neus antennen oor,ronde neus,0.277526
rond dienblad splinter,splinter rond plateau,0.188823
dienblad cirkel kopje,pippi langkous onderzetter,0.538933
balk bal houder,basketbalnet bal,0.281461
twee uitsteekseltjes,tabakspijp glijbaan,0.421178
tong uit mond,doorboord wolkenkrabbers,0.494981
vierkant aan zijkant,twee minecraft vierkant,0.304879
driehoek bovenop,driehoek bovenop,0.0
staand op driehoek,wijnglas,0.549578
twee horizontale balkjes,vogeltje,0.604091
horizontaal balkje bovenop,middelvinger,0.429173
balk door bolletje,stampot stamper,0.459581
plateau twee schuine pootjes,bankje twee pootjes,0.126456
gebogen balkje onderkant,ruitjes gebogen balk,0.132927
rond balkje links,voetstuk theelepel handvat,0.422985
twee bolletjes zijkanten,twee knobbel handvatten,0.202127
ei zijkant,ei twee uitsteeksels,0.141369
rond plateautje zijkant,spijker rond plateau,0.175
op vierkant plateau,drie bolletjes,0.446551
bolletje bovenop,verticale balk ei,0.291419
vierkant plateau halverwege,plateau doorheen schoorsteen,0.190429
drie kubusjes zijkant,minecraft twee handvatten,0.281803
plaat verrekijker handvat,gekanteld plaat handvat,0.118533
feesthoed blok,feesthoed,0.15477
hoog spiraal blokjes,cocktail,0.605585
uitlaat dakje staven,parallele balken,0.42786
gootje balk jets,boek buisje,0.456091
bol staaf schijf,bal balk schijf,0.203966
tafeltje bakje,tafeltje,0.0788307
dubbele plaat,parallele platen,0.392012
zeshoek schijf,halve maan,0.429097
vlak staven bollen,honkbal knuppel,0.506058
bol gootje hendel,bal rare druppel,0.290928
schijf toeter,schijf dubbel uitsteeksel,0.257957
grondvlak bolletjes,bolletjes onderplaat schijf,0.210336
bal balk symmetrisch,bol balk handvaten,0.154884
plaat hoek buis,bierviltje,0.592315
kijker hendels uitlaat,twee grote druppels,0.496993
plat schroef torens,robot,0.60924
hoedje en onderstel,potlood open kegel,0.386372
kelk lang beker,kelk,0.145855
vogelbekdier staartje hoeje,perry het vogelbekdier,0.160593
ruimte chip boot balk,koffiezetapparaat ruimteschip,0.412156
lepel toeter,indiaan lepel toeter,0.0626125
tafel bakje,tafel,0.118207
grijper ruit gewicht,grijper met ruit,0.100711
pinokkio druppel cirkel,pinokkio neus cirkel lepel,0.0833831
fiets hendels vierkant deksel,piemels,0.662452
vulpen bol neus,vulpen neus driehoek,0.0678282
opwindbaar rond plateau,toeter en plateau,0.166211
plateau spiralen,spiralen bogen plateau,0.0430471
bal handvaten staaf,fietsstuur balk bol,0.273046
plateau staaf hendel,glijbaan plateau,0.29167
vier lange uitstulpsels,kegels toren flubbertje,0.33287
groot vierkant voor,helikopter,0.64462
piramide bovenop,piramide,0.129885
de trofee,trofee,0.0812858
twee rechthoeken rechts,twee rechthoeken rechts,0.0
liggende staaf bovenop,saaie gebouw,0.555093
paal door bolletje,neuspiercing,0.415571
diepe gootsteen,geweer of gootsteen,0.241748
dansende pinokkio kop,pinokkio,0.204927
kopje op houdertje,op houdertje,0.0834113
gieter,gieter,0.0
beslagkom met mixer,dartpijl,0.502338
omgekeerde pillon links,pillon,0.273453
zes kralen,kralen,0.132773
bal bovenop,bal bovenop,0.0
minder diepe gootsteen,gootsteen hendel links,0.291029
twee uitstekende tampons,tampons,0.29966
robot met antenne,geblokte armen antenne,0.308254
poppetje met feestmuts,mannetje met feestmuts,0.122042
een benig juichend poppetje,standbeeld op statief,0.395405
zittend poppetje met stekels,vogel met beentjes,0.160535
hoofd met hanenkam,recht balkje mouwtjes,0.318829
poppetje met ontstopper,appel met stamper,0.306336
etende kat aan tafel,schuin bakje tafel,0.287173
opspringende hond,springend hondje,0.257037
steelpan met lepel,steelpannetje met lepel,0.04537
gieter met handvat,balk door lichaam,0.410869
ronde neus hoofd,schuine kegel rondje,0.324043
spijker arm poppetje,spijker rails rondje,0.233751
poppetje met vlechtjes,twee kralen armpjes,0.182627
een benig rond hoofdig poppetje,cirkel armpjes balk,0.258865
dj langwerpige neus,langwerpige neus handje,0.129892
cactus plant met uitsteeksels,cactus met uitsteeksels,0.0457891
verrekijker met antenne,twee verrekijkers,0.323605
stromend waterstraaltje,twirl,0.897031
stopcontact rechts,stekker,0.24302
mini glijbaan links,nikszeggend balkje bovenop,0.371127
neuspiercing plukje haar,neuspiercing,0.139122
stoel tafel bakje,tafeltje met soepkom,0.104654
uitsteeksel beneden rechts,olifantje,0.729986
omgekeerde druppel ondersteuning,stokje links staartje,0.404647
uitsteeksels met bolletjes uiteinden,theekan,0.400729
bolletjes neus oor haartjes,neus twee antennes,0.197841
spijker rechts plateautje,plateau met trompet,0.366852
kralenketting horizontaal,staartjes,0.567823
mand eitjes pilaar,paal aan voorkant,0.386011
links arm slurf,slurf plaat erdoorheen,0.210304
enkele verrekijker,een verrekijker,0.137424
spion met verrekijker,spion,0.221979
misvormd puntig gezicht,vreemde vis,0.487725
juichend persoon,juichend persoon,0.0
angry bird vogel,angry bird,0.0569702
stokstijf persoon,stokstijf persoon hanekam,0.073782
gezicht met neuspiercing,neuspiercing,0.17108
kruiwagen met bakje,kruiwagen,0.151453
robot op eenwieler,robot op eenwieler,0.0
pinokkio toilet,pinokkio,0.284195
watergieter,gieter,0.592081
clown ronde neus,clown ronde neus,1.19209e-07
drukpers met plankje,drukpers met hendel,0.102279
drilboor met handvaten,pippi langkous,0.686202
waterpomp met bal,waterpomp met bal,0.0
stofzuiger door grond,stofzuiger slurf,0.219411
stuurwiel van schepen,pier in appel,0.516616
verrekijker,verrekijker met paddestoel,0.219679
feesthoedje,feesthoed met potloodpunt,0.19188
tulp op driehoek,tulp op driehoek,0.0
f vorm,f vorm,5.96046e-08
pinguin,pinguin,-1.19209e-07
doorboorde neus,doorboorde neus,1.19209e-07
tafel met kom,tafel met schaaltje,0.16071
karate trap,karate trap,-2.38419e-07
beker met citroen schijf,beker met citroen schijf,2.38419e-07
armen en rugzak,vliegtuig vleugels rugzak,0.213067
neus en vulpen,vulpen en neus,0.0
rond dienblad,omgekeerde pion,0.58976
gootsteen met ketting,gootsteen met kraaltjes,0.0875916
armen en ei,armen en ei,0.0
doorgesneden pot,doorboord snijplank slurf,0.231083
propellor,propellor met staart,0.167716
antenne en vierkant,antenne vierkant voor,0.0427353
boven punt driehoek,raar blok driehoeks punt,0.205287
scheve stengel wijnglas,wijnglas,0.219029
hoedje twee balkjes,deksel twee uitsteeksels,0.215747
vleugels vierkant bovenuit,spaceship met huisje,0.425349
pilaar door bolletje,neuspiercing,0.514185
tafel door kopje,tafel met kopje,0.0654347
spijker door vierkant,wasbak doorgeprikt vierkant,0.241749
potlood door kopje,potlood cirkel lepel,0.197749
staaf door kopje,achterklep stangen,0.571646
speer staaf neus,geen piercing hoofd,0.288668
spijker door arm,spijker bijtafel,0.207514
kopje op platform,plaat circkel sprieten,0.576224
pilaar bol armpjes,poppetje met balk,0.293522
platform door kopje,middel platform glijbaan,0.263116
plantenbak vierkante arm,vierkanten twee stengels,0.30494
groot vierkant voorkant,robot,0.654503
feestmuts en wielen,feestmuts,0.199724
draaiend wijnglas,wijnglas,0.140459
eend met uitlaat,is teken,0.525145
liggende balk bovenop,neus met balk,0.160789
staaf door ei,zuignap,0.513825
halve tafel poten,bijzet tafel poten,0.142403
meeste balken uitsteeksels,kraan,0.56735
ronde plaat achterkant,pinokkio,0.693443
lange korte vlaggenmast,andere lengte uitsteeksels,0.388244
balken voorkant ei,theelepel ei neus,0.287086
links uitstekende nier,spijker bijzettafel,0.568525
twee strengen vierkantjes,drie vierkantjes,0.0691186
lange balk voorkant,fietsmand,0.523451
olifanten slurf twee schoorstenen,slurf vierkant doorheen,0.184311
twee dichte parasols,deegrollers,0.379566
vierkant ervoor,paddenstoel vorm bovenop,0.372124
puntige driehoek bovenop,scherpe driehoeks punt bovenop,0.152599
driehoekige gedraaide verhoging,gedraaide staaf onderaan,0.195694
twee strepen zijkant,stompe punt bovenop,0.263827
horizontale staaf bovenop,horizontale balk bovenop,0.148029
staaf door bolletje,staaf door bolletje,-1.19209e-07
horizontale plank ervoor,horizontale plank ervoor,0.0
ruit bovenop,doorgestoken ruit bovenop,0.0982554
halve cirkel achterkant,half rondje erachter,0.338524
zeshoekige staaf bolletjes,ovaaltjes op staaf uiteinde,0.116368
kegel staaf bovenop,volledig balletje voorop,0.399968
horizontale cirkel schijf,horizontale ronde schijf,0.0857174
diamant stengels zijkanten,diamanten bovenop plaat,0.284417
verticale langwerpige staaf,verticale balk ervoor,0.265399
halverwege door vierkant,vierkant horizontaal doorheen,0.174929
groeiend vierkant voorop,groeiend vierkant zijkant,0.126673
schoorsteen op kopje,kopje met schoorsteentje,0.132255
punt bovenop kopje,piramidedak en wijnflesje,0.307711
driehoekig pootje,wijnglas,0.587979
rechts twee balkjes,kluisdeur met deurklink,0.328565
balkje op kopje,koffie tuitje en rechthoek,0.241541
houder met zuignap,beker met zuignap,0.14224
steun balkjes rondom kopje,kuipje bovenop balk,0.297558
tuitje onderaan kopje,tuitje aan onderkant,0.196788
achthoekig handvat links,ovale onderkant,0.195817
lange horizontale staaf,lange horizontale cilinder,0.110067
punt staafje in kopje,twee verschillende roerstaafjes,0.385259
spijker op handvat,spijker en dienblaadje,0.164039
ruitjes aan weerszijden,zes diamantjes ondergrond,0.300539
rechthoekige poot rechts,waterpomp achtig met standaard,0.364128
vierkant snijdt kopje,glijbaan en armpje,0.356081
drie verschillende handvaten,drie handvaten,0.0492547
twee uitdijende kubussen,paddenstoel bovenop,0.460994
driehoek bovenop,driekhoek bovenop,0.109279
wokkel onderaan,wokkel schroef,0.216416
twee uitstekende rechthoekjes rechts,afgesneden piramide bovenop,0.289646
liggende rechthoek bovenop,lampenkap zijkant,0.348269
mini pluimpje linksboven,bol staaf erdoorheen,0.415866
uitstekend tafeltje,tafeltje,0.137975
doorgestoken ruit bovenop,ruiten uitstulpende kubussen,0.297989
gedeeltelijke cirkel achterkant,keukenmachine,0.738895
achterzijde uitstekende klep,zout potjes,0.68698
vier verschillende uitsteeksels,drie uitsteeksels en bol,0.0919394
links uitsteeksel omhoog,toef met vierkant bovenop,0.371174
platte cirkel voorop,zes dingetjes,0.436444
ovaal bol bovenop,rechthoek vooraan geplakt,0.198881
identieke mini staafjes bovenop,links l vorm,0.400269
uitdijende kubus rechterzijde,twee identieke pluimen,0.373081
dun rechtopstaand vierkant,robotarmen,0.540239
piramide bovenop,punthoed,0.476728
driehoek helemaal onderaan,ijscoupe,0.516734
vierkantjes rechterzijkant,varkentje,0.515015
brede staaf bovenkant,broodrooster,0.612573
zuignap koffielepel schuin,zuignap,0.208205
dienblad bij bovenkant,dienblad bakblik,0.191269
driehoek met aanhangsel,biscuitje,0.503952
smalle ronde onderkant,koffiekoekje,0.463327
lijkt op gieter,gieter,0.239942
driehoekig uitsteeksel zijkant,ei voorkant,0.252586
oorvormig uitsteeksel zijkant,oor,0.384663
vierkante onderzetter,spiraal vlechtjes,0.491499
bol bovenop,ei bovenop,0.169651
vierkant rond midden,stekkertje bovenop,0.453225
rechtopstaande brede koffielepel,slurf,0.407932
twee legoblokken links,twee legoblokken links,1.19209e-07
puntige piramide bovenop,piramide bovenop,0.0891116
driehoek eronder hangend,draaiing naar driehoek,0.236148
afgeplatte conus bovenop,is teken,0.597096
platliggende rechthoek bovenop,platliggend balkje bovenop,0.176516
rechthoek door bol,kannibaal met piercing,0.479962
bezet plateau rechtsboven,plateau met pootjes,0.266015
iss achterop boven,iss bovenop,0.123889
halfronde schijf bovenop,half rondje achterop,0.398189
strandstoel linksboven,honkbalknuppel met strandstoel,0.248859
rechthoek rechtop bovenop,kannibaal zonder piercing,0.471095
trompet linksboven,hartje met toeter,0.472057
confetti slinger erachter,op een plateau,0.456331
bol bovenop,armpjes met bol,0.191348
vierkant minirokje,glijbaan en snijvlak,0.350579
legoblok rechts,regenpijp links,0.253135
blokken armpjes vierkant,blokjes piramides spijker,0.195094
tent trapezium cirkel,circustent trapezium koekje,0.158016
taartpunt blok schroef,trofee,0.643652
is tekentje hoedje pinokkio,is tekentje keppeltje,0.155945
rechthoek tuit schep,neus omgedraaid,0.386817
lantaarnpaal ei heft,piercing,0.572556
picknickbankje piemeltje trapezium,parkbankje,0.258112
pinokkio ploeg linkerarm,ruitje blokken piramides,0.495994
pinokkio cirkel heft,ronde schijf hendeltje,0.438507
gieter vierkant handvat,gieter zonnepaneeltje,0.210526
vulpen lineaal ei,vulpen pennenbakje,0.165268
bleekselderij cirkel spijker,bleekselderij spijker,0.0589044
platform kralen armpjes,drie bolletjes,0.35744
omarming ei pilaar,knuffelaar ei,0.281988
glijbaan hoek platform,konijntje,0.548642
negen uur blok,negen uur blokjes piramide,0.159358
paddenstoel bovenop,paddestoel groeiende kubussen,0.324287
op wielen vlieger,vlieger,0.187581
trofee gedraaid kubusje,trofee,0.271472
varken links gekanteld,varken,0.32581
vleugeltjes lange rechthoek,kip watertap,0.406243
doorgestoken ei,doorgestoken ei lepel,0.0620177
tafel twee stoelpoten,tafelpoten staartje,0.255049
pinokkio liggende zandloper,groeiende kubussen armen,0.339254
drankje citroen lepel,lepel citroen,0.0599763
ijzeren pin erdoorheen,zwaard,0.423841
ei omgekeerde kegel,ei kegel,0.0452833
ijspegel cirkel,ijspegel c,0.265103
zwembad met trapje,symmetrisch,0.620487
lange balk voorkant,ei armen balk,0.200264
linkerarm zwevend vierkant,glijbaan schoorsteentjes,0.411664
negen uur,negen uur,0.0
robot ogen vierkant,robot,0.268615
hoedje neus oor,neus piramide,0.274083
standaard vierkant driehoek,statief beker,0.506431
onderzeeer boot,duikboot piramide,0.293152
bootje vinnen staaf,duikboot pinnetje,0.276737
neus piercing staaf,neus piercing,0.0631
tafel pootjes,tafeltje pootjes,0.0475059
kraan sateliet,kraantje,0.393408
lepel staaf onderkant,lepeltje onderkant citroen,0.166891
staaf benen staart,deegroller staaf,0.268188
neus clown,lepeltjes neus arm,0.213411
plateau draaien,bankschroef plateau,0.204774
vierkant oren clown,clown wokkels,0.236198
hoofd armen neem,knuffel armen staaf,0.262467
rokje arm,rokje vierkant,0.144358
lepel staart armen,mannetje lepeltje,0.194138
verrekijkers,verrekijkers,1.78814e-07
punthoed,punthoed,1.19209e-07
langwerpig,langwerpig,0.0
vogel,vogel,0.0
grote neus,lego poppetje,0.589416
gootsteenontstopper,gootsteenontstopper door neus,0.181513
hoge plank,hoge plaat,0.13765
grijphaak,ruit met grijphaak,0.169141
gestrekte armen,armpjes,0.250902
zijkant gezicht,kegel hoofd,0.285335
dienblad,ober,0.528289
basketbal,basket,0.405625
danseres,robot danseres,0.169996
speldenkussen,speldenkussen,0.0
paddenstoel bovenop,torentjes en paddenstoel,0.165341
driehoek bovenop,tent,0.690595
vierkant blok bovenop,driehoek gedraaide balk,0.293203
platte uitsteeksels rechts,is teken,0.544974
balk bovenop,de compacte,0.598955
bol met uitsteeksels,ding door bol,0.274001
tafel er doorheen,picknicktafel,0.439112
ruit uitsteeksels bovenop,ruit met torentjes,0.201179
uitstekende cilinder links,die lang duurde,0.59769
uitsteeksels met bol,ongelijke uitstekende dingen,0.46165
bol voorkant,twee verschillende uitsteeksels,0.346578
spijker uitsteeksel links,spijker,0.252546
ligt op plateau,drie bolletjes,0.605595
balk rechtop voor,losstaande balk,0.218973
kleine uitsteeksels boven,plaat er doorheen,0.367202
cactus in pot,plant in pot,0.103395
bovenstuk van microscoop,mixer met antenne,0.407822
hondenkop met feestmuts,hondenkop met feestmuts,0.0
een potige vogel,kip,0.49001
vijf vinnige vis,vijf vinnige vis,5.96046e-08
hondenkop met kuif,hondenkop met kuif,0.0
persoon met neuspiercing,man met neuspiercing,0.119537
tweepotige mok houder,plateau met pootjes,0.367074
dansend schaap,dansend schaap,0.0
urinoir met hendel,mok op kano koekje,0.445815
korte vlag houder,lucifer met mok,0.452905
beslagkom voor eieren,mok met roer spaantjes,0.202197
houtwerk met spijker,houtwerk met spijker,0.0
complexe halsketting hanger,mok met kraaltjes,0.262519
olifant met bolhoedje,korf voor balsporten,0.42338
waterpomp met plateau,waterpomp met plateau,-1.19209e-07
olifantenhoofd met blok aanhangsel,mok met roer handvaten,0.328434
plat vierkant rechterkant,paddestoel bovenop,0.335304
piramide bovenop,piramide bovenop,5.96046e-08
kubus rechts bovenop,wijnbeker,0.401915
trapezium bovenop midden,kip,0.604028
horizontale balk bovenop,compact,0.649079
bol rechts midden,ei staaf erdoorheen,0.363693
horizontale plaat middenin,tafel twee pootjes,0.286157
l vorm onderkant,boek twee trappetjes,0.57336
halve cirkel linksboven,halve cirkel bovenop,0.111728
weerskanten staaf bolletjes midden,twee zoutvaatjes weerskanten,0.144487
bowlingkegel links bovenop,ei penseel linksboven,0.448287
rond plateau rechterkant,rond plateau rechts,0.0485332
plat vierkant onderop,spiraaltjes weerskanten,0.467818
verticale balk rechts,verticale balk,0.0389152
plat vierkant onder midden,l vorm links,0.355934
kegel middenin bovenop,trapje twee kegels,0.24029
kubusjes vierkant zijkanten,muur plakker spijker kubusjes,0.203955
driehoek bovenop,kogel pyramide,0.375429
driehoekig pootje eronder,cocktailglas,0.522999
twee rechthoeken rechts,onderzeeer deur,0.445104
oorbellen en hanenkam,uitlaten hanenkam neus staaf,0.249256
