word_1,word_2,distance
gedraaid varkentje,varkentje gedraaid,0.0
brievenbus,broodrooster,0.70563
neuspiercing,spijker neus,0.402566
kopje schapje bakje,schapje poten bakje,0.128785
pinokkio,ruitvormig koekje robotarmen,0.605825
koekje in koffie,koekje in koffie,0.0
fotolijstje honkbalknuppel,gieter,0.480927
kop koffie ei,twee lepels ei,0.187075
prullenbak bezem,oor dienblad,0.431808
twee staartjes,vlechtjes ronde neus,0.270773
bal kopje balk,ei kopje balk,0.0853872
stekker,stekker,0.0
theepot met uitsteeksel,vier verdeelde uitsteeksels,0.345688
verticaal vierkant voorkant,twee lego's vierkant,0.185608
driehoek achter kogel,pyramide kogel eend,0.21379
gedraaid uitsteeksel onder,gedraaid uitsteeksel onderaan,0.0579929
is aan zijkant,afgekapte pyramide is,0.333072
lang balkje bovenop,balkje bovenop,0.0591012
staaf door neus,kannibaal inboorling piercing,0.393713
tafeltje omgekeerde pyramide,plank tafel pyramide,0.129996
verticaal ruit uitsteeksels,spacestation arm onder,0.454245
lepel plat rondje,rondje achter kwart,0.227622
zonnepaneel knuppel achter,knuppel strandstoel zonnepaneel,0.0999901
bolle neus lepels,neus kwast rechthoek,0.145739
horizontaal rondje zijkant,hartjesvorm toeter rondje,0.260224
drie bolletjes zijkant,plateau slinger schoteltje,0.267349
bol bovenop,bol bovenop staaf,0.0694126
horizontaal snijvlak erdoorheen,snijvlak glijbaan vierkant,0.207693
handvaten bovenop zijkant,lego twee handvaten,0.26445
vierkant blauw rond,spijker piramides plaat,0.406706
punt hoekig ovaal,circus punt kubus,0.322074
beker op driehoek,trofee voetstuk draai pilaar,0.275735
twee rechthoeken streepje,is teken hoedje,0.380098
complexe voorkant,driehoek staafje stokje,0.393335
stokje met rondjes,stokje door rondje,0.11561
rechthoekig frame,bankje pootjes bakje,0.411313
ruiten vierkantjes haak,ruiten piramides staafje,0.214225
hendel schijf,draaischijf hendel onderstuk,0.202318
gieter scherm schuin,gieter staafjes scherm,0.0946527
bak ruit,pen rondje tijd,0.420663
spijker hendel rond,spijker stengel plaatje,0.210517
zes rondjes boogje,drie puntjes zijkant,0.221813
balletje hangende bak,hendels balletje staaf,0.15245
pijp vierkant omringd,pijp vierkante plaat,0.191092
ovaal veel vierkantjes,twee hendels piramide,0.28052
links en vierkant,vierkant oplopende kubussen,0.262596
puntig,vlieger,0.786975
uitsteeksel onder,trofee,0.722104
links boven rechts,varken,0.660846
compact,kip watertap,0.653185
rond rechts,ei cirkel lepel,0.48126
zwevende poten,tafel poten cupje,0.285739
rechts midden onder,vierkant kubussen armen,0.404851
links uitstekend,citroen lepel balk,0.620628
links rechts plat,zwaard,0.535977
twee uitsteeksels boven,ei omgekeerde kegel,0.334082
links hoog uitsteeksel,cirkel c ijspegel,0.466523
symmetrisch,symmetrisch,1.19209e-07
langwerpige balk,ei balk armen,0.166335
complex,glijbaan schoorstenen,0.597381
vier uitsteeksels,negen uur,0.470949
antenne voorvlak uitsteeksels,robot,0.677401
punthoedje vierkante blok arm,punthoedje dikke neus,0.293339
voetsteun blokken kopje,statief vierkantje bovenop,0.313588
zitten rug uitsteeksels,onderzeeer autorijden,0.607246
armen neus hoofddeksel,onderzeeer neus met staafje,0.241264
wc ontstopper vasthouden,wc ontstopper neuspiercing,0.0853661
tafel plateautje schaaltje,bureautje met pootjes,0.219961
been omhoog vechtsport,kraantje vechtsporter,0.493403
voetsteun uitstekende arm,boogschutter lepeltje armpje,0.471085
lichaampje op voorgrond,deegroller,0.637578
bowling pion antenne bolletjes neus,ronde neus lepeltjes,0.198582
dienblad antenne uitsteeksel,bankschroef dienblad,0.250409
ondergrond zwembad lijn zwemmen,zwembad wokkels zwembad lijn,0.165877
armen gespreid paal,omarm me,0.519502
vierkante buikband,rokje vierkante buikband,0.0838217
meerdere langwerpige uitsteeksels,mannetje met uitstekels,0.327533
torentjes gekarteld zijkant,verrekijkers antenne vierkant,0.421381
feestmuts puntneus oor,net aanrakend dingetje,0.257381
lang gedraaide standaard,lange voorwerp,0.352932
twee balken rechterkant,vogeltje kuif snavel,0.508579
balk bovenop horizontaal,balk bovenop staafje,0.129506
neus balk doorheen,ontstopper door neus,0.282793
vierkant bovenin eromheen,vierkant twee pootjes,0.182846
puntneus arm been,ruit arm been,0.0746607
lepel halve schijf,pinokkio,0.733625
lijkt op gieter,twee ronde stompjes,0.407858
liniaal penseel bal,erop balk kegel,0.304763
pylon uitstekende arm,pylon en dienblad,0.239367
op vierkant varkensneus,pippi langkous varkensneus,0.567211
bal bovenop liggend,bol armpjes staaf,0.255291
vierkant bijna onderin,robot of ballerina,0.519596
theepot rare handvaten,wc borstels blokkendoos slurfje,0.279227
twee groeiende vierkanten,twee torentjes paddestoel,0.257988
driehoek bovenop,piramide en kogel,0.27558
gedraaide verticale balk,driehoek gedraaide balk,0.0494598
uitsteeksel als is,is platte driehoek,0.279147
horizontale balk bovenop,compact balk boven,0.136812
balk door bal,staaf door bal,0.177122
tafeltje aan zijkant,picknicktafel,0.442094
onder rechts uitsteeksel,ruit twee torentjes,0.420961
op afronde balk,ronde balk onderin,0.146374
metsel schep aan rand,twee ongelijke armen,0.459582
pylon streep bovenuit,twee verschillende boven,0.406467
pacman met uitsteeksel,spijker,0.529965
twee rijen bolletjes,drie balletjes zijkant,0.155067
balk verticaal voorkant,balk ervoor,0.201433
plateau door midden,plaat doorheen,0.352168
groter wordende vierkanten,plant in pot,0.560147
mixer,mixer,0.0
feestmuts en toeter,feestmuts en toeter,0.0
kampioenschaps beker,trofee,0.266536
hoedje en pijp,met pijp,0.154963
ober,ober,-1.19209e-07
mok met lepel,neuspiercing,0.62396
picknicktafel ervoor,afdak bovenaan,0.346905
niet automatische handboor,dansend schaap,0.636417
kinder ijsbeker pinguin,op kano koekje,0.381145
glijbaan,lucifer en plank,0.620385
twee verfkwasten,verfkwast en spaan,0.347594
spijker links,spijker,0.176454
op platform,op vierkant plateau,0.405892
korf,korf,0.0
lange neus,vierkant erdoorheen,0.401336
verbaasd poppetje tong,wcborstel en kubusjes,0.350403
twee blokken stapels links,paddestoel bovenop,0.401871
grote driehoek boven,driehoek bovenop,0.110234
wijnglas met blokken,wijnglas,0.193212
twee plankjes rechts,kip,0.59592
liggend balkje boven,compact,0.634316
balkje door ei,balk door ei,0.10436
in tafeltje,in tafeltje,5.96046e-08
boogje midden onder,boek met blokken stapels,0.454462
ronde schijf achterkant,cirkel achter,0.348779
tegenovergestelde zoutvaatjes zijkant,zoutvaatjes,0.293807
zijkant ei driehoek,ei rechts,0.139776
rond plateautje zijkant,plateautje rechts,0.132399
op een vierkant,spiralen zijkant,0.364024
ei boven achter,ei bovenop,0.125739
in vierkant,l links,0.418206
midden boven uitsteeksel,trappetje rechts,0.276927
geplakt aan muur,paddenstoel groeit erop,0.485898
scherpe punt boven,kogel linkerkant,0.396924
robot draaiend omhoog,fancy coctailglas,0.459288
deur van onderzeeer,deur in onderzeeer,0.0613335
balkje bovenop,twee uitlaten,0.530955
staartje en neuspiercing,plukje en neuspiercing,0.071062
bank met cakevorm,bankje met cakeblik,0.125291
doorboord boek achter,boek door pierced achter,0.161393
cirkel achter beker,afgerond voetje,0.35538
informatiebordje achter kopje,gieter met klepje,0.292318
twee lepels,bakje met tandenborstels,0.269999
spijker driekwart cilinder,spijker in pacman,0.468974
pippi langkous staartjes,pippi langkous staartjes,1.19209e-07
basket met bal,balk voor beker,0.318865
in een platform,glitch door vierkant,0.433701
stapel dozen rechts,wormpje aan achterkant,0.43232
bril op links,links bril vierkant,0.121539
piramide achter kopje,piramide bovenop,0.181448
kopje op spiraal,trofee,0.705062
twee balkjes rechts,hoedje balkjes rechts,0.0896932
